series,episode,baker_first_name,baker_last_name,baker_age,baker_occupation,hometown,signature_bake,show_stopper,technical,result,series_views
4,5,Howard,NA,NA,NA,NA,NA,NA,8,IN,NA
4,5,Kimberley,NA,NA,NA,NA,NA,NA,7,IN,NA
4,5,Ruby,NA,NA,NA,NA,NA,NA,6,IN,NA
4,5,Robert,NA,NA,NA,NA,NA,NA,4,OUT,NA
4,5,Christine,NA,NA,NA,NA,NA,NA,1,STAR BAKER,NA
4,5,Ali,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,5,Deborah,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,5,Lucy,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,5,Mark,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,5,Toby,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,6,Beca,NA,NA,NA,NA,NA,NA,6,IN,NA
4,6,Christine,NA,NA,NA,NA,NA,NA,4,IN,NA
4,6,Frances,NA,NA,NA,NA,NA,NA,2,IN,NA
4,6,Glenn,NA,NA,NA,NA,NA,NA,5,IN,NA
4,6,Kimberley,NA,NA,NA,NA,NA,NA,3,IN,NA
4,6,Howard,NA,NA,NA,NA,NA,NA,7,OUT,NA
4,6,Ruby,NA,NA,NA,NA,NA,NA,1,STAR BAKER,NA
4,6,Ali,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,6,Deborah,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,6,Lucy,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,6,Mark,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,6,Robert,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,6,Toby,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,7,Beca,NA,NA,NA,NA,NA,NA,1,IN,NA
4,7,Christine,NA,NA,NA,NA,NA,NA,6,IN,NA
4,7,Kimberley,NA,NA,NA,NA,NA,NA,4,IN,NA
4,7,Ruby,NA,NA,NA,NA,NA,NA,2,IN,NA
4,7,Glenn,NA,NA,NA,NA,NA,NA,3,OUT,NA
4,7,Frances,NA,NA,NA,NA,NA,NA,5,STAR BAKER,NA
4,7,Ali,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,7,Deborah,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,7,Howard,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,7,Lucy,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,7,Mark,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,7,Robert,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,7,Toby,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,8,Beca,NA,NA,NA,NA,NA,NA,4,IN,NA
4,8,Frances,NA,NA,NA,NA,NA,NA,3,IN,NA
4,8,Kimberley,NA,NA,NA,NA,NA,NA,2,IN,NA
4,8,Christine,NA,NA,NA,NA,NA,NA,5,OUT,NA
4,8,Ruby,NA,NA,NA,NA,NA,NA,1,STAR BAKER,NA
4,8,Ali,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,8,Deborah,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,8,Glenn,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,8,Howard,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,8,Lucy,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,8,Mark,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,8,Robert,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,8,Toby,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,9,Frances,NA,NA,NA,NA,NA,NA,2,IN,NA
4,9,Ruby,NA,NA,NA,NA,NA,NA,4,IN,NA
4,9,Beca,NA,NA,NA,NA,NA,NA,3,OUT,NA
4,9,Kimberley,NA,NA,NA,NA,NA,NA,1,STAR BAKER,NA
4,9,Ali,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,9,Christine,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,9,Deborah,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,9,Glenn,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,9,Howard,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,9,Lucy,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,9,Mark,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,9,Robert,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,9,Toby,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,10,Kimberley,NA,NA,NA,NA,NA,NA,1,Runner-up,NA
4,10,Ruby,NA,NA,NA,NA,NA,NA,2,Runner-up,NA
4,10,Frances,NA,NA,NA,NA,NA,NA,3,STAR BAKER,NA
4,10,Ali,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,10,Beca,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,10,Christine,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,10,Deborah,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,10,Glenn,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,10,Howard,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,10,Lucy,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,10,Mark,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,10,Robert,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,10,Toby,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,1,Chetna,NA,NA,NA,NA,NA,NA,3,IN,NA
5,1,Diana,NA,NA,NA,NA,NA,NA,5,IN,NA
5,1,Enwezor,NA,NA,NA,NA,NA,NA,9,IN,NA
5,1,Iain,NA,NA,NA,NA,NA,NA,4,IN,NA
5,1,Jordan,NA,NA,NA,NA,NA,NA,12,IN,NA
5,1,Kate,NA,NA,NA,NA,NA,NA,6,IN,NA
5,1,Luis,NA,NA,NA,NA,NA,NA,7,IN,NA
5,1,Martha,NA,NA,NA,NA,NA,NA,2,IN,NA
5,1,Norman,NA,NA,NA,NA,NA,NA,11,IN,NA
5,1,Richard,NA,NA,NA,NA,NA,NA,10,IN,NA
5,1,Claire,NA,NA,NA,NA,NA,NA,8,OUT,NA
5,1,Nancy,NA,NA,NA,NA,NA,NA,1,STAR BAKER,NA
5,2,Chetna,NA,NA,NA,NA,NA,NA,8,IN,NA
5,2,Diana,NA,NA,NA,NA,NA,NA,7,IN,NA
5,2,Iain,NA,NA,NA,NA,NA,NA,11,IN,NA
5,2,Jordan,NA,NA,NA,NA,NA,NA,6,IN,NA
5,2,Kate,NA,NA,NA,NA,NA,NA,4,IN,NA
5,2,Luis,NA,NA,NA,NA,NA,NA,3,IN,NA
5,2,Martha,NA,NA,NA,NA,NA,NA,5,IN,NA
5,2,Nancy,NA,NA,NA,NA,NA,NA,2,IN,NA
5,2,Norman,NA,NA,NA,NA,NA,NA,10,IN,NA
5,2,Enwezor,NA,NA,NA,NA,NA,NA,9,OUT,NA
5,2,Richard,NA,NA,NA,NA,NA,NA,1,STAR BAKER,NA
5,2,Claire,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,3,Chetna,NA,NA,NA,NA,NA,NA,8,IN,NA
5,3,Diana,NA,NA,NA,NA,NA,NA,7,IN,NA
5,3,Iain,NA,NA,NA,NA,NA,NA,9,IN,NA
5,3,Kate,NA,NA,NA,NA,NA,NA,1,IN,NA
5,3,Martha,NA,NA,NA,NA,NA,NA,3,IN,NA
5,3,Nancy,NA,NA,NA,NA,NA,NA,5,IN,NA
5,3,Norman,NA,NA,NA,NA,NA,NA,4,IN,NA
5,3,Richard,NA,NA,NA,NA,NA,NA,6,IN,NA
5,3,Jordan,NA,NA,NA,NA,NA,NA,10,OUT,NA
5,3,Luis,NA,NA,NA,NA,NA,NA,2,STAR BAKER,NA
5,3,Claire,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,3,Enwezor,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,4,Chetna,NA,NA,NA,NA,NA,NA,3,IN,NA
5,4,Diana,NA,NA,NA,NA,NA,NA,9,IN,NA
5,4,Kate,NA,NA,NA,NA,NA,NA,7,IN,NA
5,4,Luis,NA,NA,NA,NA,NA,NA,2,IN,NA
5,4,Martha,NA,NA,NA,NA,NA,NA,1,IN,NA
5,4,Nancy,NA,NA,NA,NA,NA,NA,4,IN,NA
5,4,Norman,NA,NA,NA,NA,NA,NA,8,IN,NA
5,4,Iain,NA,NA,NA,NA,NA,NA,6,OUT,NA
5,4,Richard,NA,NA,NA,NA,NA,NA,5,STAR BAKER,NA
5,4,Claire,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,4,Enwezor,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,4,Jordan,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5,Chetna,NA,NA,NA,NA,NA,NA,2,IN,NA
5,5,Luis,NA,NA,NA,NA,NA,NA,6,IN,NA
5,5,Martha,NA,NA,NA,NA,NA,NA,1,IN,NA
5,5,Nancy,NA,NA,NA,NA,NA,NA,4,IN,NA
5,5,Richard,NA,NA,NA,NA,NA,NA,7,IN,NA
5,5,Norman,NA,NA,NA,NA,NA,NA,5,OUT,NA
5,5,Kate,NA,NA,NA,NA,NA,NA,3,STAR BAKER,NA
5,5,Diana,NA,NA,NA,NA,NA,NA,NA,WD,NA
5,5,Claire,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5,Enwezor,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5,Iain,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5,Jordan,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,6,Diana,NA,NA,NA,NA,NA,NA,NA,IN,NA
5,6,Kate,NA,NA,NA,NA,NA,NA,6,IN,NA
5,6,Luis,NA,NA,NA,NA,NA,NA,3,IN,NA
5,6,Martha,NA,NA,NA,NA,NA,NA,4,IN,NA
5,6,Nancy,NA,NA,NA,NA,NA,NA,1,IN,NA
5,6,Richard,NA,NA,NA,NA,NA,NA,5,IN,NA
5,6,Chetna,NA,NA,NA,NA,NA,NA,2,STAR BAKER,NA
5,6,Claire,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,6,Enwezor,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,6,Iain,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,6,Jordan,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,6,Norman,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,7,Chetna,NA,NA,NA,NA,NA,NA,6,IN,NA
5,7,Diana,NA,NA,NA,NA,NA,NA,NA,IN,NA
5,7,Luis,NA,NA,NA,NA,NA,NA,5,IN,NA
5,7,Martha,NA,NA,NA,NA,NA,NA,3,IN,NA
5,7,Nancy,NA,NA,NA,NA,NA,NA,2,IN,NA
5,7,Kate,NA,NA,NA,NA,NA,NA,4,OUT,NA
5,7,Richard,NA,NA,NA,NA,NA,NA,1,STAR BAKER,NA
5,7,Claire,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,7,Enwezor,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,7,Iain,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,7,Jordan,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,7,Norman,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,8,Chetna,NA,NA,NA,NA,NA,NA,1,IN,NA
5,8,Diana,NA,NA,NA,NA,NA,NA,NA,IN,NA
5,8,Luis,NA,NA,NA,NA,NA,NA,2,IN,NA
5,8,Nancy,NA,NA,NA,NA,NA,NA,3,IN,NA
5,8,Martha,NA,NA,NA,NA,NA,NA,5,OUT,NA
5,8,Richard,NA,NA,NA,NA,NA,NA,4,STAR BAKER,NA
5,8,Claire,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,8,Enwezor,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,8,Iain,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,8,Jordan,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,8,Kate,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,8,Norman,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,9,Diana,NA,NA,NA,NA,NA,NA,NA,IN,NA
5,9,Luis,NA,NA,NA,NA,NA,NA,1,IN,NA
5,9,Nancy,NA,NA,NA,NA,NA,NA,3,IN,NA
5,9,Chetna,NA,NA,NA,NA,NA,NA,4,OUT,NA
5,9,Richard,NA,NA,NA,NA,NA,NA,2,STAR BAKER,NA
5,9,Claire,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,9,Enwezor,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,9,Iain,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,9,Jordan,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,9,Kate,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,9,Martha,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,9,Norman,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,10,Diana,NA,NA,NA,NA,NA,NA,NA,IN,NA
5,10,Luis,NA,NA,NA,NA,NA,NA,2,Runner-up,NA
5,10,Richard,NA,NA,NA,NA,NA,NA,3,Runner-up,NA
5,10,Nancy,NA,NA,NA,NA,NA,NA,1,STAR BAKER,NA
5,10,Chetna,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,10,Claire,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,10,Enwezor,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,10,Iain,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,10,Jordan,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,10,Kate,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,10,Martha,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,10,Norman,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1,Alvin,NA,NA,NA,NA,NA,NA,2,IN,NA
6,1,Dorret,NA,NA,NA,NA,NA,NA,5,IN,NA
6,1,Flora,NA,NA,NA,NA,NA,NA,6,IN,NA
6,1,Ian,NA,NA,NA,NA,NA,NA,8,IN,NA
6,1,Mat,NA,NA,NA,NA,NA,NA,7,IN,NA
6,1,Nadiya,NA,NA,NA,NA,NA,NA,12,IN,NA
6,1,Paul,NA,NA,NA,NA,NA,NA,10,IN,NA
6,1,Sandy,NA,NA,NA,NA,NA,NA,9,IN,NA
6,1,Tamal,NA,NA,NA,NA,NA,NA,4,IN,NA
6,1,Ugnė,NA,NA,NA,NA,NA,NA,1,IN,NA
6,1,Stu,NA,NA,NA,NA,NA,NA,11,OUT,NA
6,1,Marie,NA,NA,NA,NA,NA,NA,3,STAR BAKER,NA
6,2,Alvin,NA,NA,NA,NA,NA,NA,6,IN,NA
6,2,Dorret,NA,NA,NA,NA,NA,NA,1,IN,NA
6,2,Flora,NA,NA,NA,NA,NA,NA,2,IN,NA
6,2,Mat,NA,NA,NA,NA,NA,NA,5,IN,NA
6,2,Nadiya,NA,NA,NA,NA,NA,NA,9,IN,NA
6,2,Paul,NA,NA,NA,NA,NA,NA,10,IN,NA
6,2,Sandy,NA,NA,NA,NA,NA,NA,4,IN,NA
6,2,Tamal,NA,NA,NA,NA,NA,NA,8,IN,NA
6,2,Ugnė,NA,NA,NA,NA,NA,NA,7,IN,NA
6,2,Marie,NA,NA,NA,NA,NA,NA,11,OUT,NA
6,2,Ian,NA,NA,NA,NA,NA,NA,3,STAR BAKER,NA
6,2,Stu,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,3,Alvin,NA,NA,NA,NA,NA,NA,4,IN,NA
6,3,Flora,NA,NA,NA,NA,NA,NA,2,IN,NA
6,3,Mat,NA,NA,NA,NA,NA,NA,8,IN,NA
6,3,Nadiya,NA,NA,NA,NA,NA,NA,9,IN,NA
6,3,Paul,NA,NA,NA,NA,NA,NA,10,IN,NA
6,3,Sandy,NA,NA,NA,NA,NA,NA,7,IN,NA
6,3,Tamal,NA,NA,NA,NA,NA,NA,3,IN,NA
6,3,Ugnė,NA,NA,NA,NA,NA,NA,5,IN,NA
6,3,Dorret,NA,NA,NA,NA,NA,NA,6,OUT,NA
6,3,Ian,NA,NA,NA,NA,NA,NA,1,STAR BAKER,NA
6,3,Marie,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,3,Stu,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,4,Alvin,NA,NA,NA,NA,NA,NA,9,IN,NA
6,4,Flora,NA,NA,NA,NA,NA,NA,3,IN,NA
6,4,Mat,NA,NA,NA,NA,NA,NA,7,IN,NA
6,4,Nadiya,NA,NA,NA,NA,NA,NA,8,IN,NA
6,4,Paul,NA,NA,NA,NA,NA,NA,1,IN,NA
6,4,Tamal,NA,NA,NA,NA,NA,NA,5,IN,NA
6,4,Ugnė,NA,NA,NA,NA,NA,NA,2,IN,NA
6,4,Sandy,NA,NA,NA,NA,NA,NA,6,OUT,NA
6,4,Ian,NA,NA,NA,NA,NA,NA,4,STAR BAKER,NA
6,4,Dorret,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,4,Marie,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,4,Stu,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,5,Alvin,NA,NA,NA,NA,NA,NA,8,IN,NA
6,5,Flora,NA,NA,NA,NA,NA,NA,3,IN,NA
6,5,Ian,NA,NA,NA,NA,NA,NA,5,IN,NA
6,5,Mat,NA,NA,NA,NA,NA,NA,4,IN,NA
6,5,Paul,NA,NA,NA,NA,NA,NA,2,IN,NA
6,5,Tamal,NA,NA,NA,NA,NA,NA,7,IN,NA
6,5,Ugnė,NA,NA,NA,NA,NA,NA,6,OUT,NA
6,5,Nadiya,NA,NA,NA,NA,NA,NA,1,STAR BAKER,NA
6,5,Dorret,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,5,Marie,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,5,Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,5,Stu,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,6,Flora,NA,NA,NA,NA,NA,NA,2,IN,NA
6,6,Ian,NA,NA,NA,NA,NA,NA,3,IN,NA
6,6,Nadiya,NA,NA,NA,NA,NA,NA,4,IN,NA
6,6,Paul,NA,NA,NA,NA,NA,NA,5,IN,NA
6,6,Tamal,NA,NA,NA,NA,NA,NA,7,IN,NA
6,6,Alvin,NA,NA,NA,NA,NA,NA,6,OUT,NA
6,6,Mat,NA,NA,NA,NA,NA,NA,1,STAR BAKER,NA
6,6,Dorret,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,6,Marie,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,6,Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,6,Stu,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,6,Ugnė,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,7,Flora,NA,NA,NA,NA,NA,NA,4,IN,NA
6,7,Ian,NA,NA,NA,NA,NA,NA,5,IN,NA
6,7,Nadiya,NA,NA,NA,NA,NA,NA,1,IN,NA
6,7,Paul,NA,NA,NA,NA,NA,NA,2,IN,NA
6,7,Mat,NA,NA,NA,NA,NA,NA,6,OUT,NA
6,7,Tamal,NA,NA,NA,NA,NA,NA,3,STAR BAKER,NA
6,7,Alvin,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,7,Dorret,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,7,Marie,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,7,Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,7,Stu,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,7,Ugnė,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,8,Flora,NA,NA,NA,NA,NA,NA,3,IN,NA
6,8,Ian,NA,NA,NA,NA,NA,NA,2,IN,NA
6,8,Tamal,NA,NA,NA,NA,NA,NA,4,IN,NA
6,8,Paul,NA,NA,NA,NA,NA,NA,5,OUT,NA
6,8,Nadiya,NA,NA,NA,NA,NA,NA,1,STAR BAKER,NA
6,8,Alvin,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,8,Dorret,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,8,Marie,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,8,Mat,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,8,Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,8,Stu,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,8,Ugnė,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,9,Ian,NA,NA,NA,NA,NA,NA,3,IN,NA
6,9,Tamal,NA,NA,NA,NA,NA,NA,2,IN,NA
6,9,Flora,NA,NA,NA,NA,NA,NA,1,OUT,NA
6,9,Nadiya,NA,NA,NA,NA,NA,NA,4,STAR BAKER,NA
6,9,Alvin,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,9,Dorret,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,9,Marie,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,9,Mat,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,9,Paul,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,9,Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,9,Stu,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,9,Ugnė,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,10,Ian,NA,NA,NA,NA,NA,NA,2,Runner-up,NA
6,10,Tamal,NA,NA,NA,NA,NA,NA,3,Runner-up,NA
6,10,Nadiya,NA,NA,NA,NA,NA,NA,1,STAR BAKER,NA
6,10,Alvin,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,10,Dorret,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,10,Flora,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,10,Marie,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,10,Mat,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,10,Paul,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,10,Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,10,Stu,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,10,Ugnė,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1,Andrew,NA,NA,NA,NA,NA,NA,12,IN,NA
7,1,Benjamina,NA,NA,NA,NA,NA,NA,6,IN,NA
7,1,Candice,NA,NA,NA,NA,NA,NA,5,IN,NA
7,1,Kate,NA,NA,NA,NA,NA,NA,4,IN,NA
7,1,Louise,NA,NA,NA,NA,NA,NA,9,IN,NA
7,1,Michael,NA,NA,NA,NA,NA,NA,3,IN,NA
7,1,Rav,NA,NA,NA,NA,NA,NA,8,IN,NA
7,1,Selasi,NA,NA,NA,NA,NA,NA,1,IN,NA
7,1,Tom,NA,NA,NA,NA,NA,NA,2,IN,NA
7,1,Val,NA,NA,NA,NA,NA,NA,10,IN,NA
7,1,Lee,NA,NA,NA,NA,NA,NA,11,OUT,NA
7,1,Jane,NA,NA,NA,NA,NA,NA,7,STAR BAKER,NA
7,2,Andrew,NA,NA,NA,NA,NA,NA,4,IN,NA
7,2,Benjamina,NA,NA,NA,NA,NA,NA,3,IN,NA
7,2,Jane,NA,NA,NA,NA,NA,NA,2,IN,NA
7,2,Kate,NA,NA,NA,NA,NA,NA,1,IN,NA
7,2,Michael,NA,NA,NA,NA,NA,NA,9,IN,NA
7,2,Rav,NA,NA,NA,NA,NA,NA,6,IN,NA
7,2,Selasi,NA,NA,NA,NA,NA,NA,11,IN,NA
7,2,Tom,NA,NA,NA,NA,NA,NA,7,IN,NA
7,2,Val,NA,NA,NA,NA,NA,NA,5,IN,NA
7,2,Louise,NA,NA,NA,NA,NA,NA,10,OUT,NA
7,2,Candice,NA,NA,NA,NA,NA,NA,8,STAR BAKER,NA
7,2,Lee,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,3,Andrew,NA,NA,NA,NA,NA,NA,2,IN,NA
7,3,Benjamina,NA,NA,NA,NA,NA,NA,6,IN,NA
7,3,Candice,NA,NA,NA,NA,NA,NA,3,IN,NA
7,3,Jane,NA,NA,NA,NA,NA,NA,9,IN,NA
7,3,Kate,NA,NA,NA,NA,NA,NA,8,IN,NA
7,3,Rav,NA,NA,NA,NA,NA,NA,10,IN,NA
7,3,Selasi,NA,NA,NA,NA,NA,NA,5,IN,NA
7,3,Val,NA,NA,NA,NA,NA,NA,1,IN,NA
7,3,Michael,NA,NA,NA,NA,NA,NA,7,OUT,NA
7,3,Tom,NA,NA,NA,NA,NA,NA,4,STAR BAKER,NA
7,3,Lee,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,3,Louise,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,4,Andrew,NA,NA,NA,NA,NA,NA,4,IN,NA
7,4,Candice,NA,NA,NA,NA,NA,NA,2,IN,NA
7,4,Jane,NA,NA,NA,NA,NA,NA,3,IN,NA
7,4,Rav,NA,NA,NA,NA,NA,NA,9,IN,NA
7,4,Selasi,NA,NA,NA,NA,NA,NA,8,IN,NA
7,4,Tom,NA,NA,NA,NA,NA,NA,5,IN,NA
7,4,Val,NA,NA,NA,NA,NA,NA,6,IN,NA
7,4,Kate,NA,NA,NA,NA,NA,NA,7,OUT,NA
7,4,Benjamina,NA,NA,NA,NA,NA,NA,1,STAR BAKER,NA
7,4,Lee,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,4,Louise,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,4,Michael,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,5,Andrew,NA,NA,NA,NA,NA,NA,6,IN,NA
7,5,Benjamina,NA,NA,NA,NA,NA,NA,5,IN,NA
7,5,Jane,NA,NA,NA,NA,NA,NA,1,IN,NA
7,5,Rav,NA,NA,NA,NA,NA,NA,8,IN,NA
7,5,Selasi,NA,NA,NA,NA,NA,NA,3,IN,NA
7,5,Tom,NA,NA,NA,NA,NA,NA,4,IN,NA
7,5,Val,NA,NA,NA,NA,NA,NA,7,OUT,NA
7,5,Candice,NA,NA,NA,NA,NA,NA,2,STAR BAKER,NA
7,5,Kate,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,5,Lee,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,5,Louise,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,5,Michael,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6,Andrew,NA,NA,NA,NA,NA,NA,6,IN,NA
7,6,Benjamina,NA,NA,NA,NA,NA,NA,2,IN,NA
7,6,Candice,NA,NA,NA,NA,NA,NA,5,IN,NA
7,6,Jane,NA,NA,NA,NA,NA,NA,4,IN,NA
7,6,Selasi,NA,NA,NA,NA,NA,NA,7,IN,NA
7,6,Rav,NA,NA,NA,NA,NA,NA,3,OUT,NA
7,6,Tom,NA,NA,NA,NA,NA,NA,1,STAR BAKER,NA
7,6,Kate,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6,Lee,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6,Louise,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6,Michael,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6,Val,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,7,Benjamina,NA,NA,NA,NA,NA,NA,3,IN,NA
7,7,Candice,NA,NA,NA,NA,NA,NA,2,IN,NA
7,7,Jane,NA,NA,NA,NA,NA,NA,4,IN,NA
7,7,Selasi,NA,NA,NA,NA,NA,NA,6,IN,NA
7,7,Tom,NA,NA,NA,NA,NA,NA,5,OUT,NA
7,7,Andrew,NA,NA,NA,NA,NA,NA,1,STAR BAKER,NA
